Player,Season,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent
Harvey Elliott,2019-2020,0,0,2,7,0,1.7,1.8,0.0,0,6,0.4,0,0,0,0.0
Curtis Jones,2019-2020,1,0,13,121,1,15.6,49.4,65.0,0,46,12.9,1,0,0,0.0
Neco Williams,2019-2020,0,0,14,228,2,53.3,49.4,98.0,3,53,20.0,1,0,1,0.4
Nathaniel Phillips,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Takumi Minamino,2019-2020,0,0,11,241,2,29.9,17.4,85.0,0,20,12.7,0,0,0,0.1
Ki-Jana Hoever,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Aymeric Laporte,2019-2020,1,0,63,1096,5,62.2,246.8,79.0,0,298,38.7,8,0,1,4.1
Kyle Walker,2019-2020,1,4,114,2392,24,394.4,435.6,169.0,7,573,100.1,12,0,5,13.2
Benjamin Mendy,2019-2020,0,2,74,1491,13,403.2,243.0,106.0,3,378,75.5,9,0,3,1.6
Oleksandr Zinchenko,2019-2020,0,0,49,1271,15,375.8,232.0,102.0,1,295,71.2,6,1,0,2.4
John Stones,2019-2020,0,0,34,1118,16,53.0,216.4,66.0,0,231,33.7,3,0,0,1.0
NicolÃ¡s Otamendi,2019-2020,2,1,82,1710,21,65.5,443.6,319.0,6,389,82.7,7,0,3,2.4
Danilo Luiz da Silva,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Sergio AgÃ¼ero,2019-2020,16,6,132,1449,18,256.4,641.2,1188.0,14,509,208.2,5,0,1,11.8
Gabriel Fernando de Jesus,2019-2020,14,8,146,2018,14,447.7,757.6,1620.0,17,535,282.1,12,0,3,8.2
Ederson Santana de Moraes,2019-2020,0,0,133,3071,31,16.0,608.6,0.0,2,645,62.3,16,1,3,13.4
Claudio Bravo,2019-2020,0,0,11,346,7,0.0,57.8,0.0,0,69,5.8,1,0,0,0.3
Raheem Sterling,2019-2020,20,6,204,2651,31,751.3,921.6,1829.0,20,642,350.2,13,0,5,23.2
Kevin De Bruyne,2019-2020,13,23,251,2790,22,1990.8,1322.2,1005.0,35,988,432.1,18,0,3,48.9
Leroy SanÃ©,2019-2020,0,0,1,11,0,1.1,0.0,11.0,0,2,1.0,0,0,0,0.2
Riyad Mahrez,2019-2020,11,14,175,1934,15,885.8,814.2,1094.0,17,668,279.5,10,0,0,10.1
Bernardo Mota Veiga de Carvalho e Silva,2019-2020,6,7,116,2021,24,773.2,626.2,927.0,7,526,232.5,9,0,5,8.1
David Silva,2019-2020,6,12,139,1821,15,735.8,639.6,937.0,15,549,231.2,11,0,0,9.1
Phil Foden,2019-2020,5,2,69,888,7,301.6,312.2,466.0,4,261,108.1,4,0,0,6.0
Fernando Luiz Rosa,2019-2020,0,1,55,2394,27,146.2,557.6,175.0,1,401,87.9,10,2,7,0.6
Ilkay GÃ¼ndogan,2019-2020,2,1,65,2012,28,592.3,408.4,374.0,4,382,137.5,7,0,7,1.2
JosÃ© Ãngel EsmorÃ­s Tasende,2019-2020,0,1,11,422,7,164.0,92.6,58.0,1,94,31.6,0,0,1,0.1
Rodrigo Hernandez,2019-2020,3,2,92,2480,27,532.6,599.2,193.0,5,516,132.3,14,0,8,1.2
JoÃ£o Pedro Cavaco Cancelo,2019-2020,0,0,45,1205,11,287.6,265.0,141.0,3,299,69.3,5,0,4,0.8
Eric Garcia,2019-2020,0,0,38,790,7,42.2,153.0,26.0,0,189,22.2,5,0,1,1.0
Scott Carson,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Taylor Harwood-Bellis,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Cole Palmer,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Tommy Doyle,2019-2020,0,0,1,15,0,2.0,3.8,7.0,0,3,1.3,0,0,0,0.0
Aaron Wan-Bissaka,2019-2020,0,4,127,3070,33,443.3,749.2,133.0,16,659,132.8,12,0,8,18.9
Harry Maguire,2019-2020,1,0,123,3420,36,214.6,772.0,371.0,5,681,136.2,13,0,6,11.2
Chris Smalling,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Ashley Young,2019-2020,0,0,24,953,10,316.6,155.6,18.0,0,158,49.1,2,0,5,0.3
Victor LindelÃ¶f,2019-2020,1,0,116,3092,32,73.6,554.0,79.0,9,618,70.7,12,0,6,1.2
Luke Shaw,2019-2020,0,0,67,1730,15,321.2,344.2,187.0,2,381,85.1,8,0,7,0.7
Marcos Rojo,2019-2020,0,0,3,121,2,1.9,20.2,6.0,0,9,2.8,0,0,1,0.1
Eric Bailly,2019-2020,0,0,9,148,1,1.0,32.0,0.0,0,40,3.3,1,0,0,0.1
JosÃ© Diogo Dalot Teixeira,2019-2020,0,0,4,65,1,4.3,10.4,6.0,0,10,1.9,0,0,0,0.1
Matteo Darmian,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Phil Jones,2019-2020,0,0,2,135,3,3.0,21.4,23.0,0,22,4.7,0,0,0,0.1
Romelu Lukaku,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3
Marcus Rashford,2019-2020,17,8,177,2645,29,563.7,887.0,1265.0,31,665,271.7,9,0,3,18.1
Mason Greenwood,2019-2020,10,1,103,1303,13,222.7,449.6,502.0,17,430,117.0,6,0,0,26.9
David de Gea,2019-2020,0,0,143,3420,36,0.0,695.0,0.0,8,630,69.2,13,0,2,11.5
Sergio Romero,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2
Lee Grant,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Paul Pogba,2019-2020,1,4,51,1202,9,420.0,295.8,193.0,2,215,91.0,6,0,1,3.5
Anthony Martial,2019-2020,17,9,200,2625,27,439.3,855.6,1297.0,14,544,259.4,14,0,1,22.5
Alexis SÃ¡nchez,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.4
Jesse Lingard,2019-2020,1,0,32,923,14,278.2,109.0,297.0,0,99,68.2,1,0,3,0.7
Juan Mata,2019-2020,0,2,38,747,8,293.9,109.2,130.0,2,139,53.4,4,0,1,0.4
Daniel James,2019-2020,3,6,95,2281,29,428.1,415.2,622.0,2,308,146.0,7,0,4,4.9
Frederico Rodrigues de Paula Santos,2019-2020,0,0,50,2157,26,542.7,430.6,260.0,0,358,123.5,6,0,8,0.3
Angel Gomes,2019-2020,0,0,2,19,1,24.8,4.2,2.0,0,7,3.1,0,0,0,0.1
Andreas Pereira,2019-2020,1,3,60,1478,16,432.1,245.6,343.0,1,198,102.3,6,0,3,0.4
Nemanja Matic,2019-2020,0,2,55,1578,13,250.3,357.4,53.0,2,287,66.2,10,0,2,0.4
Scott McTominay,2019-2020,3,2,74,1765,20,238.4,415.6,310.0,6,310,96.4,3,0,2,1.0
Tahith Chong,2019-2020,0,0,3,34,0,1.1,1.4,6.0,0,6,0.7,0,0,0,0.5
James Garner,2019-2020,0,0,1,8,1,2.8,2.2,0.0,0,3,0.5,0,0,0,0.2
Axel Tuanzebe,2019-2020,0,0,7,187,3,6.2,17.6,0.0,0,30,2.4,0,0,0,0.1
Brandon Williams,2019-2020,1,1,51,1003,11,191.2,200.0,100.0,3,228,49.2,5,0,6,3.4
Bruno Miguel Borges Fernandes,2019-2020,8,8,117,1187,6,479.3,551.8,361.0,18,366,139.2,9,0,2,28.4
Odion Ighalo,2019-2020,0,0,11,92,0,23.8,23.0,135.0,0,24,18.1,0,0,0,0.3
Timothy Fosu-Mensah,2019-2020,0,0,7,136,1,28.6,12.0,6.0,0,27,4.2,1,0,1,0.0
Matt Ritchie,2019-2020,2,1,74,1312,19,482.7,285.4,218.0,7,293,98.6,8,0,4,0.9
Fabian SchÃ¤r,2019-2020,2,1,55,1669,38,58.3,440.6,179.0,2,297,67.8,4,0,5,1.1
DeAndre Yedlin,2019-2020,1,0,26,934,18,118.1,165.6,43.0,0,122,32.9,1,0,3,0.1
Federico FernÃ¡ndez,2019-2020,2,3,102,2617,42,74.5,741.0,223.0,13,507,103.7,8,0,8,2.9
Paul Dummett,2019-2020,0,0,44,1227,20,63.1,265.2,50.0,4,230,37.7,5,0,2,0.2
Javier Manquillo,2019-2020,0,1,65,1597,21,100.8,232.0,40.0,4,288,37.3,8,0,5,0.2
Florian Lejeune,2019-2020,2,0,24,440,10,12.6,132.0,81.0,1,88,22.5,1,0,0,0.0
Jamaal Lascelles,2019-2020,1,0,73,2076,31,28.1,403.0,125.0,3,358,55.7,8,0,5,3.8
Ciaran Clark,2019-2020,2,0,49,1186,14,14.9,331.4,128.0,2,216,47.6,4,0,3,0.2
Yoshinori Muto,2019-2020,0,0,9,207,7,15.4,12.6,12.0,0,25,3.7,0,0,0,0.1
Jose Luis Mato SanmartÃ­n,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Martin Dubravka,2019-2020,0,0,143,3420,58,0.0,1019.0,0.0,7,719,102.0,11,0,0,2.0
Karl Darlow,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Frederick Woodman,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8
Miguel AlmirÃ³n,2019-2020,4,2,109,3020,48,450.2,481.6,750.0,5,356,168.0,12,0,5,0.8
Christian Atsu,2019-2020,0,3,37,738,15,186.7,121.4,55.0,0,104,36.3,3,0,2,0.1
Sung-yueng Ki,2019-2020,0,0,4,135,6,39.8,17.8,0.0,0,18,5.8,0,0,0,0.0
Jonjo Shelvey,2019-2020,6,2,105,2118,34,597.4,559.4,344.0,15,437,150.4,8,0,3,1.0
Sean Longstaff,2019-2020,1,2,44,1370,26,217.1,235.8,155.0,0,181,60.8,2,1,2,0.2
Isaac Hayden,2019-2020,1,4,73,2220,36,227.6,368.6,189.0,3,309,78.5,8,1,4,3.1
Danny Rose,2019-2020,0,0,47,1753,28,230.8,288.4,44.0,0,290,56.5,5,0,7,1.3
Joelinton CÃ¡ssio ApolinÃ¡rio de Lira,2019-2020,2,2,78,2678,46,433.4,330.8,641.0,3,236,140.5,9,0,7,0.9
Jack Colback,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Jacob Murphy,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Jetro Willems,2019-2020,2,2,64,1492,24,196.0,345.4,198.0,6,283,74.1,3,0,0,0.6
Rolando Aarons,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Allan Saint-Maximin,2019-2020,3,5,92,1860,22,423.4,434.0,542.0,7,321,139.8,8,0,0,1.8
Emil Krafth,2019-2020,0,1,37,1015,23,28.8,184.4,39.0,2,187,25.2,3,0,0,0.1
Andy Carroll,2019-2020,0,4,34,617,10,162.0,136.6,211.0,0,87,51.1,2,0,1,0.1
Matthew Longstaff,2019-2020,2,0,27,572,11,51.6,102.8,49.0,2,104,20.4,1,0,1,0.1
Dwight Gayle,2019-2020,4,2,58,842,15,86.2,217.0,348.0,10,190,64.7,4,0,2,0.5
Robert Elliot,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Thomas Allan,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Kelland Watts,2019-2020,0,0,1,16,1,0.0,2.0,0.0,0,3,0.2,0,0,0,0.2
Liam Gibson,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Nabil Bentaleb,2019-2020,0,0,19,747,16,101.0,104.6,20.0,0,113,22.5,2,0,2,0.0
Valentino Lazaro,2019-2020,1,0,19,472,13,88.1,84.2,38.0,0,81,21.0,0,1,0,0.0
Jack Young,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Timm Klose,2019-2020,0,0,9,585,13,2.6,121.2,42.0,0,77,16.6,0,0,0,0.0
Ben Godfrey,2019-2020,0,0,38,2644,62,57.0,602.8,119.0,0,447,78.3,3,1,3,0.2
Maximillian Aarons,2019-2020,0,2,66,3240,71,385.2,566.6,237.0,3,489,119.0,5,0,7,1.3
Christoph Zimmermann,2019-2020,0,1,35,1430,27,25.5,366.4,62.0,1,247,45.6,3,0,3,0.0
Jamal Lewis,2019-2020,1,0,48,2301,56,262.2,439.0,130.0,3,384,83.3,3,0,4,0.3
Grant Hanley,2019-2020,0,0,23,1261,25,3.6,318.8,76.0,1,214,40.0,2,0,4,1.7
Teemu Pukki,2019-2020,11,3,139,2884,59,379.5,545.0,1202.0,21,444,211.8,6,0,3,11.4
Dennis Srbeny,2019-2020,1,0,13,41,2,3.4,44.2,25.0,1,50,7.0,0,0,0,0.0
Tim Krul,2019-2020,0,0,109,3240,68,0.0,1063.0,0.0,10,668,106.3,5,0,4,2.2
Michael McGovern,2019-2020,0,0,11,158,6,0.0,65.0,0.0,2,46,6.5,0,0,0,4.9
Mario Vrancic,2019-2020,1,0,29,624,19,107.9,123.0,123.0,1,116,35.4,0,0,3,0.1
Emiliano BuendÃ­a,2019-2020,1,7,94,2458,54,1196.7,711.6,401.0,12,464,231.1,3,1,6,0.7
Onel HernÃ¡ndez,2019-2020,1,2,52,1374,32,235.5,227.2,445.0,0,173,90.5,1,0,0,0.1
Marco Stiepermann,2019-2020,0,0,32,1173,32,188.1,120.2,277.0,0,96,58.5,1,0,6,0.1
Kenny McLean,2019-2020,1,1,77,2965,63,423.9,505.8,274.0,0,424,120.4,5,0,5,0.1
Todd Cantwell,2019-2020,6,2,111,2484,54,493.1,516.4,656.0,10,410,165.9,6,0,6,13.0
Moritz Leitner,2019-2020,0,0,16,683,16,127.7,106.8,53.0,0,102,28.8,1,0,1,0.2
Alexander Tettey,2019-2020,1,1,67,2339,44,116.5,358.0,173.0,3,404,64.9,5,0,5,0.3
Tom Trybull,2019-2020,0,0,28,1128,25,55.4,198.2,92.0,0,172,34.7,2,0,2,0.6
Josip Drmic,2019-2020,1,0,26,636,13,67.3,59.6,231.0,0,67,35.3,0,1,0,0.1
Patrick Roberts,2019-2020,0,0,3,24,2,0.6,4.4,0.0,0,12,0.5,0,0,0,0.0
Ralf Fahrmann,2019-2020,0,0,1,21,1,0.0,4.0,0.0,0,6,0.4,0,0,0,0.3
Sam Byram,2019-2020,0,0,32,1292,23,109.2,273.2,218.0,2,201,60.2,3,0,4,0.1
Philip Heise,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.6
Ibrahim Amadou,2019-2020,0,0,18,756,20,18.3,177.2,31.0,0,122,22.7,1,0,1,0.1
Adam Idah,2019-2020,0,0,13,219,9,18.2,13.8,47.0,0,25,7.1,0,0,0,0.1
Archie Mair,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Akin Famewo,2019-2020,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.1
Ondrej Duda,2019-2020,0,1,24,723,9,261.6,115.8,105.0,0,131,48.3,3,0,0,0.1
Lukas Rupp,2019-2020,0,0,19,692,18,109.1,70.2,88.0,0,79,26.4,1,0,1,0.0
Josh Martin,2019-2020,0,0,5,32,2,0.8,6.6,17.0,0,14,2.5,0,0,0,0.0
Jordan Thomas,2019-2020,0,0,1,1,0,0.0,0.0,0.0,0,3,0.0,0,0,0,0.0
Daniel Adshead,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Lys Mousset,2019-2020,6,4,84,1223,15,163.1,303.0,530.0,11,248,98.1,3,0,1,2.7
Enda Stevens,2019-2020,2,4,142,3345,39,554.5,641.0,338.0,8,639,153.5,13,0,7,4.6
Kieron Freeman,2019-2020,0,0,2,6,0,0.3,0.0,0.0,0,5,0.0,0,0,0,0.1
Jack O'Connell,2019-2020,0,1,111,2915,28,262.3,576.6,246.0,6,552,108.6,12,0,4,2.3
George Baldock,2019-2020,2,4,142,3420,39,485.7,559.8,241.0,7,602,128.6,13,0,7,11.6
John Egan,2019-2020,2,1,133,3187,33,25.4,641.4,587.0,9,592,125.4,13,1,3,7.1
Richard Stearman,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.9
John Lundstram,2019-2020,5,4,144,2452,29,382.9,502.8,449.0,15,539,133.9,10,0,5,28.8
Billy Sharp,2019-2020,3,2,57,1037,10,186.2,175.4,348.0,9,159,69.9,4,1,1,0.4
Jake Eastwood,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Mark Duffy,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
John Fleck,2019-2020,5,2,101,2515,30,648.8,527.4,419.0,13,464,159.6,8,0,8,2.4
Oliver Norwood,2019-2020,1,3,98,3089,36,808.8,608.4,100.0,6,563,151.8,13,0,8,0.6
David McGoldrick,2019-2020,2,2,65,1810,18,268.4,303.4,584.0,6,201,115.2,7,0,2,0.2
Chris Basham,2019-2020,0,1,123,3242,37,212.1,707.6,103.0,6,639,102.7,13,0,4,2.1
Simon Moore,2019-2020,0,0,3,180,6,0.0,28.0,0.0,0,23,2.8,0,0,0,0.1
Luke Freeman,2019-2020,0,0,13,360,5,77.4,46.2,25.0,0,38,14.9,1,0,2,0.1
Phil Jagielka,2019-2020,0,0,6,240,6,4.8,75.4,2.0,0,50,8.2,0,0,0,0.4
Callum Robinson,2019-2020,1,2,33,669,6,72.8,79.8,156.0,1,73,30.4,2,0,1,0.2
Ravel Morrison,2019-2020,0,0,1,12,0,0.6,0.0,4.0,0,0,0.2,0,0,0,0.1
Dean Henderson,2019-2020,0,1,160,3240,33,10.0,718.8,18.0,16,688,74.8,13,0,2,15.7
Ben Osborn,2019-2020,0,0,19,590,4,108.5,78.4,65.0,0,84,25.3,2,0,0,0.0
Oliver McBurnie,2019-2020,6,1,86,2105,25,186.9,424.4,830.0,6,300,143.7,9,0,4,0.4
Michael Verrips,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Muhamed BeÅ¡iÄ,2019-2020,0,0,9,243,2,21.5,34.2,29.0,0,40,8.5,0,0,2,0.1
Leon Clarke,2019-2020,0,0,2,33,2,1.6,4.0,6.0,0,3,1.0,0,0,0,0.1
Jack Rodwell,2019-2020,0,0,1,15,0,0.0,1.2,0.0,0,3,0.1,0,0,0,0.0
Jack Robinson,2019-2020,0,0,14,504,11,30.4,106.8,2.0,2,87,14.0,1,0,0,0.9
Sander Berge,2019-2020,1,1,40,943,11,66.0,152.4,82.0,3,147,30.3,4,0,0,0.2
Richairo Zivkovic,2019-2020,0,0,5,107,4,28.6,9.4,22.0,0,15,6.1,0,0,0,0.0
Panagiotis Retsos,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Jannik Vestergaard,2019-2020,1,0,51,1496,26,81.3,363.8,183.0,6,286,62.8,4,0,3,1.9
Ryan Bertrand,2019-2020,1,1,75,2742,52,538.5,436.8,234.0,0,432,121.1,7,1,3,1.0
Yan Valery,2019-2020,0,1,18,778,20,44.2,112.0,77.0,0,93,23.3,1,0,1,0.1
Jan Bednarek,2019-2020,1,1,84,3057,57,45.5,729.8,95.0,5,539,87.5,7,0,4,1.3
Jack Stephens,2019-2020,1,3,85,2451,39,101.5,566.2,97.0,8,432,76.6,7,1,4,2.2
Maya Yoshida,2019-2020,0,0,10,558,18,3.7,96.8,77.0,1,85,17.7,1,0,1,0.2
Kayne Ramsay,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.3
Charlie Austin,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Danny Ings,2019-2020,22,2,198,2800,44,458.3,1010.0,1558.0,40,736,302.4,6,0,3,31.4
Michael Obafemi,2019-2020,3,2,45,655,12,130.7,170.8,235.0,2,165,53.4,3,0,1,0.2
Shane Long,2019-2020,2,3,62,1386,20,264.8,190.8,536.0,4,159,99.4,5,0,0,2.1
Sam Gallagher,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Fraser Forster,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.3
Alex McCarthy,2019-2020,0,0,104,2520,35,10.0,652.0,0.0,8,491,66.0,7,0,0,3.9
Angus Gunn,2019-2020,0,0,29,900,25,0.0,219.4,0.0,3,166,22.1,2,0,0,1.3
Nathan Redmond,2019-2020,4,4,107,2763,51,539.1,517.2,752.0,8,412,181.2,7,0,2,1.0
James Ward-Prowse,2019-2020,5,4,117,3420,60,989.9,864.6,548.0,8,587,240.7,9,0,9,1.7
Mohamed Elyounoussi,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Stuart Armstrong,2019-2020,5,4,98,1706,25,274.9,418.2,431.0,10,301,112.4,7,0,4,1.0
Mario Lemina,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Pierre-Emile HÃ¸jbjerg,2019-2020,0,3,75,2750,51,469.0,493.0,368.0,1,412,133.1,7,0,5,0.3
Tyreke Johnson,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Callum Slattery,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2
Oriol Romeu Vidal,2019-2020,0,0,51,1855,38,272.9,333.2,69.0,1,301,67.6,5,0,5,1.3
Kyle Walker-Peters,2019-2020,0,1,32,944,12,108.6,168.2,48.0,2,194,32.2,2,0,1,0.7
Che Adams,2019-2020,4,4,78,1095,17,184.9,226.2,524.0,8,242,92.3,4,0,0,0.4
Moussa Djenepo,2019-2020,2,2,40,920,14,153.4,224.4,252.0,3,151,62.9,2,1,4,0.1
Wesley Hoedt,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Sofiane Boufal,2019-2020,0,3,34,753,17,203.7,149.4,267.0,0,99,62.0,1,0,2,0.1
Kevin Danso,2019-2020,0,1,9,275,8,26.0,58.4,6.0,0,46,8.9,1,1,0,0.0
Daniel N'Lundulu,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Harry Lewis,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
William Smallbone,2019-2020,0,2,24,389,4,53.2,70.2,43.0,1,84,16.5,3,0,0,0.0
Nathan Tella,2019-2020,0,0,1,2,0,0.0,3.0,17.0,0,3,2.0,0,0,0,0.0
Jake Vokins,2019-2020,0,0,2,90,1,16.7,8.4,3.0,0,10,2.8,0,0,0,0.0
Alexandre Jankewitz,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Will Ferry,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Jacob Maddox,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Ben Davies,2019-2020,0,0,41,1430,19,172.4,279.8,94.0,2,223,54.4,4,0,6,0.3
Jan Vertonghen,2019-2020,1,1,62,1644,24,56.1,398.4,63.0,5,346,51.9,4,0,2,1.5
Toby Alderweireld,2019-2020,2,2,97,2957,39,196.0,773.6,182.0,6,576,115.2,7,0,7,5.0
Davinson SÃ¡nchez,2019-2020,0,2,64,2431,37,31.0,550.0,82.0,4,443,66.5,4,0,6,1.0
Kieran Trippier,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Juan Foyth,2019-2020,0,0,3,66,3,12.5,18.6,0.0,0,9,3.1,0,0,1,0.0
Serge Aurier,2019-2020,1,7,124,2699,33,508.1,655.2,252.0,15,623,141.6,9,1,2,7.7
Harry Kane,2019-2020,18,2,158,2588,36,391.0,843.8,1071.0,26,587,230.6,6,0,4,13.1
Vincent Janssen,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1
Hugo Lloris,2019-2020,0,0,98,1808,21,0.0,564.6,0.0,13,422,56.5,6,0,0,4.1
Paulo Gazzaniga,2019-2020,0,0,58,1612,26,10.0,449.8,0.0,6,300,46.1,2,0,1,1.5
Heung-Min Son,2019-2020,11,13,169,2478,32,606.1,800.6,1144.0,18,544,254.6,7,2,0,8.5
Christian Eriksen,2019-2020,2,2,48,1090,18,348.9,262.4,225.0,6,205,83.3,1,0,5,2.3
Bamidele Alli,2019-2020,8,6,117,1845,25,328.6,531.2,627.0,12,349,148.9,4,0,2,2.7
Lucas Rodrigues Moura da Silva,2019-2020,4,5,100,2235,29,477.1,494.6,751.0,3,330,172.1,6,0,3,4.1
Erik Lamela,2019-2020,2,5,65,1203,12,284.2,226.2,337.0,2,220,84.5,5,0,3,1.1
Harry Winks,2019-2020,0,0,52,2223,31,323.4,361.8,74.0,0,369,76.1,6,0,9,0.3
Victor Wanyama,2019-2020,0,0,1,24,2,0.9,1.2,0.0,0,5,0.2,0,0,1,0.1
Moussa Sissoko,2019-2020,2,1,69,2451,31,275.7,346.0,189.0,0,386,81.0,7,0,8,1.3
Eric Dier,2019-2020,0,2,36,1340,23,100.2,297.2,56.0,0,172,45.6,3,0,5,0.2
Luke Amos,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Oliver Skipp,2019-2020,0,0,7,74,1,1.6,15.2,0.0,0,23,1.8,0,0,0,0.6
Tanguy Ndombele,2019-2020,2,2,45,1002,17,194.8,274.2,122.0,2,220,59.2,1,0,3,2.2
Troy Parrott,2019-2020,0,0,2,6,0,0.1,0.2,0.0,0,6,0.0,0,0,0,0.7
Giovani Lo Celso,2019-2020,0,3,54,1482,18,459.4,303.2,176.0,3,250,93.9,6,0,6,0.4
Ryan Sessegnon,2019-2020,0,0,9,341,5,39.9,45.4,34.0,0,41,11.9,0,0,0,0.1
Georges-KÃ©vin Nkoudou,2019-2020,0,0,1,2,0,0.0,0.0,18.0,0,3,1.8,0,0,0,0.0
Alfie Whiteman,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.5
Michel Vorm,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Brandon Austin,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2
Japhet Tanganga,2019-2020,0,0,17,525,7,17.2,134.4,20.0,0,100,17.1,2,0,1,1.3
Gedson Carvalho Fernandes,2019-2020,0,0,7,62,1,34.3,17.2,20.0,0,20,7.2,0,0,0,0.0
Steven Bergwijn,2019-2020,3,1,43,699,9,187.3,174.2,147.0,5,141,50.8,2,0,2,0.8
Harvey White,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
Dennis Cirkin,2019-2020,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0
JosÃ© Holebas,2019-2020,0,1,21,1022,28,208.4,171.4,62.0,0,153,44.1,2,0,5,0.7
Christian Kabasele,2019-2020,0,2,73,2250,35,55.3,477.0,164.0,4,382,69.9,7,2,1,0.5
Adam Masina,2019-2020,1,0,66,1815,31,201.3,351.2,109.0,4,281,66.4,6,0,3,0.3
